Index,Notes (scalar),Notes (radial),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
2101221,C# Dn Eb Fn G# A# Bn,Dn C# Bn Eb Fn G# A#,12358AB,0234679,7-25,"(2, 1, 0, 1, 2, 2, 1)",3,4,5,3,4,2
2101222,C# Dn Eb Fn G# A# B#,Dn C# B# Eb Fn G# A#,12358A0,0234579,7-23,"(2, 1, 0, 1, 2, 2, 2)",3,5,4,3,5,1
2102000,C# Dn Eb F# Gb Ab Bb,Dn C# Bb Eb F# Gb Ab,123668A,012579,6-48,"(2, 1, 0, 2, 0, 0, 0)",2,3,2,3,4,1
2102001,C# Dn Eb F# Gb Ab Bn,Dn C# Bn Eb F# Gb Ab,123668B,012479,6-47,"(2, 1, 0, 2, 0, 0, 1)",2,3,3,2,4,1
2102002,C# Dn Eb F# Gb Ab B#,Dn C# B# Eb F# Gb Ab,1236680,012368,6-41,"(2, 1, 0, 2, 0, 0, 2)",3,3,2,2,3,2
2102010,C# Dn Eb F# Gb An Bb,Dn C# Bb Eb F# Gb An,123669A,012569,6-44,"(2, 1, 0, 2, 0, 1, 0)",3,1,3,4,3,1
2102011,C# Dn Eb F# Gb An Bn,Dn C# Bn Eb F# Gb An,123669B,012469,6-46,"(2, 1, 0, 2, 0, 1, 1)",2,3,3,3,3,1
2102012,C# Dn Eb F# Gb An B#,Dn C# B# Eb F# Gb An,1236690,012369,6-42,"(2, 1, 0, 2, 0, 1, 2)",3,2,4,2,2,2
2102020,C# Dn Eb F# Gb A# Bb,Dn C# Bb Eb F# Gb A#,12366AA,03458,5-37,"(2, 1, 0, 2, 0, 2, 0)",2,1,2,2,2,0
2102021,C# Dn Eb F# Gb A# Bn,Dn C# Bn Eb F# Gb A#,12366AB,013458,6-14,"(2, 1, 0, 2, 0, 2, 1)",3,2,3,4,3,0
2102022,C# Dn Eb F# Gb A# B#,Dn C# B# Eb F# Gb A#,12366A0,023458,6-39,"(2, 1, 0, 2, 0, 2, 2)",3,3,3,3,2,1
2102100,C# Dn Eb F# Gn Ab Bb,Dn C# Bb Eb F# Gn Ab,123678A,0125679,7-20,"(2, 1, 0, 2, 1, 0, 0)",4,3,3,4,5,2
2102101,C# Dn Eb F# Gn Ab Bn,Dn C# Bn Eb F# Gn Ab,123678B,0125679,7-20,"(2, 1, 0, 2, 1, 0, 1)",4,3,3,4,5,2
2102102,C# Dn Eb F# Gn Ab B#,Dn C# B# Eb F# Gn Ab,1236780,0123678,7-7,"(2, 1, 0, 2, 1, 0, 2)",5,3,2,3,5,3
2102110,C# Dn Eb F# Gn An Bb,Dn C# Bb Eb F# Gn An,123679A,0125689,7-22,"(2, 1, 0, 2, 1, 1, 0)",4,2,4,5,4,2
2102111,C# Dn Eb F# Gn An Bn,Dn C# Bn Eb F# Gn An,123679B,0124689,7-30,"(2, 1, 0, 2, 1, 1, 1)",3,4,3,5,4,2
2102112,C# Dn Eb F# Gn An B#,Dn C# B# Eb F# Gn An,1236790,0123679,7-19,"(2, 1, 0, 2, 1, 1, 2)",4,3,4,3,4,3
2102120,C# Dn Eb F# Gn A# Bb,Dn C# Bb Eb F# Gn A#,12367AA,012569,6-44,"(2, 1, 0, 2, 1, 2, 0)",3,1,3,4,3,1
2102121,C# Dn Eb F# Gn A# Bn,Dn C# Bn Eb F# Gn A#,12367AB,0124589,7-21,"(2, 1, 0, 2, 1, 2, 1)",4,2,4,6,4,1
2102122,C# Dn Eb F# Gn A# B#,Dn C# B# Eb F# Gn A#,12367A0,0123589,7-18,"(2, 1, 0, 2, 1, 2, 2)",4,3,4,4,4,2
2102200,C# Dn Eb F# G# Ab Bb,Dn C# Bb Eb F# G# Ab,123688A,012579,6-48,"(2, 1, 0, 2, 2, 0, 0)",2,3,2,3,4,1
2102201,C# Dn Eb F# G# Ab Bn,Dn C# Bn Eb F# G# Ab,123688B,012479,6-47,"(2, 1, 0, 2, 2, 0, 1)",2,3,3,2,4,1
2102202,C# Dn Eb F# G# Ab B#,Dn C# B# Eb F# G# Ab,1236880,012368,6-41,"(2, 1, 0, 2, 2, 0, 2)",3,3,2,2,3,2
2102210,C# Dn Eb F# G# An Bb,Dn C# Bb Eb F# G# An,123689A,0125679,7-20,"(2, 1, 0, 2, 2, 1, 0)",4,3,3,4,5,2
2102211,C# Dn Eb F# G# An Bn,Dn C# Bn Eb F# G# An,123689B,0124679,7-29,"(2, 1, 0, 2, 2, 1, 1)",3,4,4,3,5,2
2102212,C# Dn Eb F# G# An B#,Dn C# B# Eb F# G# An,1236890,0123679,7-19,"(2, 1, 0, 2, 2, 1, 2)",4,3,4,3,4,3
2102220,C# Dn Eb F# G# A# Bb,Dn C# Bb Eb F# G# A#,12368AA,012579,6-48,"(2, 1, 0, 2, 2, 2, 0)",2,3,2,3,4,1
2102221,C# Dn Eb F# G# A# Bn,Dn C# Bn Eb F# G# A#,12368AB,0124579,7-27,"(2, 1, 0, 2, 2, 2, 1)",3,4,4,4,5,1
2102222,C# Dn Eb F# G# A# B#,Dn C# B# Eb F# G# A#,12368A0,0123579,7-24,"(2, 1, 0, 2, 2, 2, 2)",3,5,3,4,4,2
2110000,C# Dn En Fb Gb Ab Bb,Dn C# Bb En Fb Gb Ab,124468A,013579,6-34,"(2, 1, 1, 0, 0, 0, 0)",1,4,2,4,2,2
2110001,C# Dn En Fb Gb Ab Bn,Dn C# Bn En Fb Gb Ab,124468B,023579,6-33,"(2, 1, 1, 0, 0, 0, 1)",1,4,3,2,4,1
2110002,C# Dn En Fb Gb Ab B#,Dn C# B# En Fb Gb Ab,1244680,012468,6-22,"(2, 1, 1, 0, 0, 0, 2)",2,4,1,4,2,2
2110010,C# Dn En Fb Gb An Bb,Dn C# Bb En Fb Gb An,124469A,014579,6-31,"(2, 1, 1, 0, 0, 1, 0)",2,2,3,4,3,1
2110011,C# Dn En Fb Gb An Bn,Dn C# Bn En Fb Gb An,124469B,024579,6-32,"(2, 1, 1, 0, 0, 1, 1)",1,4,3,2,5,0
2110012,C# Dn En Fb Gb An B#,Dn C# B# En Fb Gb An,1244690,012469,6-46,"(2, 1, 1, 0, 0, 1, 2)",2,3,3,3,3,1
2110020,C# Dn En Fb Gb A# Bb,Dn C# Bb En Fb Gb A#,12446AA,02458,5-26,"(2, 1, 1, 0, 0, 2, 0)",1,2,2,3,1,1
2110021,C# Dn En Fb Gb A# Bn,Dn C# Bn En Fb Gb A#,12446AB,013468,6-24,"(2, 1, 1, 0, 0, 2, 1)",2,3,3,3,3,1
2110022,C# Dn En Fb Gb A# B#,Dn C# B# En Fb Gb A#,12446A0,023468,6-21,"(2, 1, 1, 0, 0, 2, 2)",2,4,2,4,1,2
2110100,C# Dn En Fb Gn Ab Bb,Dn C# Bb En Fb Gn Ab,124478A,013679,6-30,"(2, 1, 1, 0, 1, 0, 0)",2,2,4,2,2,3
2110101,C# Dn En Fb Gn Ab Bn,Dn C# Bn En Fb Gn Ab,124478B,014679,6-50,"(2, 1, 1, 0, 1, 0, 1)",2,2,4,2,3,2
2110102,C# Dn En Fb Gn Ab B#,Dn C# B# En Fb Gn Ab,1244780,012478,6-17,"(2, 1, 1, 0, 1, 0, 2)",3,2,2,3,3,2
2110110,C# Dn En Fb Gn An Bb,Dn C# Bb En Fb Gn An,124479A,023679,6-Z29,"(2, 1, 1, 0, 1, 1, 0)",2,2,4,2,3,2
2110111,C# Dn En Fb Gn An Bn,Dn C# Bn En Fb Gn An,124479B,023579,6-33,"(2, 1, 1, 0, 1, 1, 1)",1,4,3,2,4,1
2110112,C# Dn En Fb Gn An B#,Dn C# B# En Fb Gn An,1244790,012479,6-47,"(2, 1, 1, 0, 1, 1, 2)",2,3,3,2,4,1
2110120,C# Dn En Fb Gn A# Bb,Dn C# Bb En Fb Gn A#,12447AA,01369,5-31,"(2, 1, 1, 0, 1, 2, 0)",1,1,4,1,1,2
2110121,C# Dn En Fb Gn A# Bn,Dn C# Bn En Fb Gn A#,12447AB,013469,6-27,"(2, 1, 1, 0, 1, 2, 1)",2,2,5,2,2,2
2110122,C# Dn En Fb Gn A# B#,Dn C# B# En Fb Gn A#,12447A0,023469,6-45,"(2, 1, 1, 0, 1, 2, 2)",2,3,4,2,2,2
2110200,C# Dn En Fb G# Ab Bb,Dn C# Bb En Fb G# Ab,124488A,02368,5-28,"(2, 1, 1, 0, 2, 0, 0)",1,2,2,2,1,2
2110201,C# Dn En Fb G# Ab Bn,Dn C# Bn En Fb G# Ab,124488B,02358,5-25,"(2, 1, 1, 0, 2, 0, 1)",1,2,3,1,2,1
2110202,C# Dn En Fb G# Ab B#,Dn C# B# En Fb G# Ab,1244880,01248,5-13,"(2, 1, 1, 0, 2, 0, 2)",2,2,1,3,1,1
2110210,C# Dn En Fb G# An Bb,Dn C# Bb En Fb G# An,124489A,012568,6-43,"(2, 1, 1, 0, 2, 1, 0)",3,2,2,3,3,2
2110211,C# Dn En Fb G# An Bn,Dn C# Bn En Fb G# An,124489B,013568,6-25,"(2, 1, 1, 0, 2, 1, 1)",2,3,3,2,4,1
2110212,C# Dn En Fb G# An B#,Dn C# B# En Fb G# An,1244890,014568,6-16,"(2, 1, 1, 0, 2, 1, 2)",3,2,2,4,3,1
2110220,C# Dn En Fb G# A# Bb,Dn C# Bb En Fb G# A#,12448AA,02368,5-28,"(2, 1, 1, 0, 2, 2, 0)",1,2,2,2,1,2
2110221,C# Dn En Fb G# A# Bn,Dn C# Bn En Fb G# A#,12448AB,023568,6-23,"(2, 1, 1, 0, 2, 2, 1)",2,3,4,2,2,2
2110222,C# Dn En Fb G# A# B#,Dn C# B# En Fb G# A#,12448A0,023468,6-21,"(2, 1, 1, 0, 2, 2, 2)",2,4,2,4,1,2
2111000,C# Dn En Fn Gb Ab Bb,Dn C# Bb En Fn Gb Ab,124568A,0134579,7-26,"(2, 1, 1, 1, 0, 0, 0)",3,4,4,5,3,2
2111001,C# Dn En Fn Gb Ab Bn,Dn C# Bn En Fn Gb Ab,124568B,0234679,7-25,"(2, 1, 1, 1, 0, 0, 1)",3,4,5,3,4,2
2111002,C# Dn En Fn Gb Ab B#,Dn C# B# En Fn Gb Ab,1245680,0124568,7-13,"(2, 1, 1, 1, 0, 0, 2)",4,4,3,5,3,2
2111010,C# Dn En Fn Gb An Bb,Dn C# Bb En Fn Gb An,124569A,0124589,7-21,"(2, 1, 1, 1, 0, 1, 0)",4,2,4,6,4,1
2111011,C# Dn En Fn Gb An Bn,Dn C# Bn En Fn Gb An,124569B,0124579,7-27,"(2, 1, 1, 1, 0, 1, 1)",3,4,4,4,5,1
2111012,C# Dn En Fn Gb An B#,Dn C# B# En Fn Gb An,1245690,0124569,7-17,"(2, 1, 1, 1, 0, 1, 2)",4,3,4,5,4,1
2111020,C# Dn En Fn Gb A# Bb,Dn C# Bb En Fn Gb A#,12456AA,012458,6-15,"(2, 1, 1, 1, 0, 2, 0)",3,2,3,4,2,1
2111021,C# Dn En Fn Gb A# Bn,Dn C# Bn En Fn Gb A#,12456AB,0124578,7-38,"(2, 1, 1, 1, 0, 2, 1)",4,3,4,4,4,2
2111022,C# Dn En Fn Gb A# B#,Dn C# B# En Fn Gb A#,12456A0,0124568,7-13,"(2, 1, 1, 1, 0, 2, 2)",4,4,3,5,3,2
2111100,C# Dn En Fn Gn Ab Bb,Dn C# Bb En Fn Gn Ab,124578A,0134679,7-31,"(2, 1, 1, 1, 1, 0, 0)",3,3,6,3,3,3
2111101,C# Dn En Fn Gn Ab Bn,Dn C# Bn En Fn Gn Ab,124578B,0134679,7-31,"(2, 1, 1, 1, 1, 0, 1)",3,3,6,3,3,3
2111102,C# Dn En Fn Gn Ab B#,Dn C# B# En Fn Gn Ab,1245780,0124578,7-38,"(2, 1, 1, 1, 1, 0, 2)",4,3,4,4,4,2
2111110,C# Dn En Fn Gn An Bb,Dn C# Bb En Fn Gn An,124579A,0134689,7-32,"(2, 1, 1, 1, 1, 1, 0)",3,3,5,4,4,2
2111111,C# Dn En Fn Gn An Bn,Dn C# Bn En Fn Gn An,124579B,013468A,7-34,"(2, 1, 1, 1, 1, 1, 1)",2,5,4,4,4,2
2111112,C# Dn En Fn Gn An B#,Dn C# B# En Fn Gn An,1245790,0124579,7-27,"(2, 1, 1, 1, 1, 1, 2)",3,4,4,4,5,1
2111120,C# Dn En Fn Gn A# Bb,Dn C# Bb En Fn Gn A#,12457AA,013469,6-27,"(2, 1, 1, 1, 1, 2, 0)",2,2,5,2,2,2
2111121,C# Dn En Fn Gn A# Bn,Dn C# Bn En Fn Gn A#,12457AB,0134679,7-31,"(2, 1, 1, 1, 1, 2, 1)",3,3,6,3,3,3
2111122,C# Dn En Fn Gn A# B#,Dn C# B# En Fn Gn A#,12457A0,0234679,7-25,"(2, 1, 1, 1, 1, 2, 2)",3,4,5,3,4,2
2111200,C# Dn En Fn G# Ab Bb,Dn C# Bb En Fn G# Ab,124588A,013479,6-49,"(2, 1, 1, 1, 2, 0, 0)",2,2,4,3,2,2
2111201,C# Dn En Fn G# Ab Bn,Dn C# Bn En Fn G# Ab,124588B,013469,6-27,"(2, 1, 1, 1, 2, 0, 1)",2,2,5,2,2,2
2111202,C# Dn En Fn G# Ab B#,Dn C# B# En Fn G# Ab,1245880,012458,6-15,"(2, 1, 1, 1, 2, 0, 2)",3,2,3,4,2,1
2111210,C# Dn En Fn G# An Bb,Dn C# Bb En Fn G# An,124589A,0125689,7-22,"(2, 1, 1, 1, 2, 1, 0)",4,2,4,5,4,2
2111211,C# Dn En Fn G# An Bn,Dn C# Bn En Fn G# An,124589B,0134689,7-32,"(2, 1, 1, 1, 2, 1, 1)",3,3,5,4,4,2
2111212,C# Dn En Fn G# An B#,Dn C# B# En Fn G# An,1245890,0124589,7-21,"(2, 1, 1, 1, 2, 1, 2)",4,2,4,6,4,1
2111220,C# Dn En Fn G# A# Bb,Dn C# Bb En Fn G# A#,12458AA,013479,6-49,"(2, 1, 1, 1, 2, 2, 0)",2,2,4,3,2,2
2111221,C# Dn En Fn G# A# Bn,Dn C# Bn En Fn G# A#,12458AB,0134679,7-31,"(2, 1, 1, 1, 2, 2, 1)",3,3,6,3,3,3
2111222,C# Dn En Fn G# A# B#,Dn C# B# En Fn G# A#,12458A0,0134579,7-26,"(2, 1, 1, 1, 2, 2, 2)",3,4,4,5,3,2
2112000,C# Dn En F# Gb Ab Bb,Dn C# Bb En F# Gb Ab,124668A,013579,6-34,"(2, 1, 1, 2, 0, 0, 0)",1,4,2,4,2,2
2112001,C# Dn En F# Gb Ab Bn,Dn C# Bn En F# Gb Ab,124668B,023579,6-33,"(2, 1, 1, 2, 0, 0, 1)",1,4,3,2,4,1
2112002,C# Dn En F# Gb Ab B#,Dn C# B# En F# Gb Ab,1246680,012468,6-22,"(2, 1, 1, 2, 0, 0, 2)",2,4,1,4,2,2
2112010,C# Dn En F# Gb An Bb,Dn C# Bb En F# Gb An,124669A,014579,6-31,"(2, 1, 1, 2, 0, 1, 0)",2,2,3,4,3,1
2112011,C# Dn En F# Gb An Bn,Dn C# Bn En F# Gb An,124669B,024579,6-32,"(2, 1, 1, 2, 0, 1, 1)",1,4,3,2,5,0
2112012,C# Dn En F# Gb An B#,Dn C# B# En F# Gb An,1246690,012469,6-46,"(2, 1, 1, 2, 0, 1, 2)",2,3,3,3,3,1
2112020,C# Dn En F# Gb A# Bb,Dn C# Bb En F# Gb A#,12466AA,02458,5-26,"(2, 1, 1, 2, 0, 2, 0)",1,2,2,3,1,1
2112021,C# Dn En F# Gb A# Bn,Dn C# Bn En F# Gb A#,12466AB,013468,6-24,"(2, 1, 1, 2, 0, 2, 1)",2,3,3,3,3,1
2112022,C# Dn En F# Gb A# B#,Dn C# B# En F# Gb A#,12466A0,023468,6-21,"(2, 1, 1, 2, 0, 2, 2)",2,4,2,4,1,2
2112100,C# Dn En F# Gn Ab Bb,Dn C# Bb En F# Gn Ab,124678A,0135679,7-28,"(2, 1, 1, 2, 1, 0, 0)",3,4,4,4,3,3
2112101,C# Dn En F# Gn Ab Bn,Dn C# Bn En F# Gn Ab,124678B,0124679,7-29,"(2, 1, 1, 2, 1, 0, 1)",3,4,4,3,5,2
2112102,C# Dn En F# Gn Ab B#,Dn C# B# En F# Gn Ab,1246780,0124678,7-15,"(2, 1, 1, 2, 1, 0, 2)",4,4,2,4,4,3
2112110,C# Dn En F# Gn An Bb,Dn C# Bb En F# Gn An,124679A,0134689,7-32,"(2, 1, 1, 2, 1, 1, 0)",3,3,5,4,4,2
2112111,C# Dn En F# Gn An Bn,Dn C# Bn En F# Gn An,124679B,013568A,7-35,"(2, 1, 1, 2, 1, 1, 1)",2,5,4,3,6,1
2112112,C# Dn En F# Gn An B#,Dn C# B# En F# Gn An,1246790,0124679,7-29,"(2, 1, 1, 2, 1, 1, 2)",3,4,4,3,5,2
2112120,C# Dn En F# Gn A# Bb,Dn C# Bb En F# Gn A#,12467AA,013569,6-28,"(2, 1, 1, 2, 1, 2, 0)",2,2,4,3,2,2
2112121,C# Dn En F# Gn A# Bn,Dn C# Bn En F# Gn A#,12467AB,0134689,7-32,"(2, 1, 1, 2, 1, 2, 1)",3,3,5,4,4,2
2112122,C# Dn En F# Gn A# B#,Dn C# B# En F# Gn A#,12467A0,0135679,7-28,"(2, 1, 1, 2, 1, 2, 2)",3,4,4,4,3,3
2112200,C# Dn En F# G# Ab Bb,Dn C# Bb En F# G# Ab,124688A,013579,6-34,"(2, 1, 1, 2, 2, 0, 0)",1,4,2,4,2,2
2112201,C# Dn En F# G# Ab Bn,Dn C# Bn En F# G# Ab,124688B,023579,6-33,"(2, 1, 1, 2, 2, 0, 1)",1,4,3,2,4,1
2112202,C# Dn En F# G# Ab B#,Dn C# B# En F# G# Ab,1246880,012468,6-22,"(2, 1, 1, 2, 2, 0, 2)",2,4,1,4,2,2
2112210,C# Dn En F# G# An Bb,Dn C# Bb En F# G# An,124689A,0124689,7-30,"(2, 1, 1, 2, 2, 1, 0)",3,4,3,5,4,2
2112211,C# Dn En F# G# An Bn,Dn C# Bn En F# G# An,124689B,013568A,7-35,"(2, 1, 1, 2, 2, 1, 1)",2,5,4,3,6,1
2112212,C# Dn En F# G# An B#,Dn C# B# En F# G# An,1246890,0124689,7-30,"(2, 1, 1, 2, 2, 1, 2)",3,4,3,5,4,2
2112220,C# Dn En F# G# A# Bb,Dn C# Bb En F# G# A#,12468AA,013579,6-34,"(2, 1, 1, 2, 2, 2, 0)",1,4,2,4,2,2
2112221,C# Dn En F# G# A# Bn,Dn C# Bn En F# G# A#,12468AB,013468A,7-34,"(2, 1, 1, 2, 2, 2, 1)",2,5,4,4,4,2
2112222,C# Dn En F# G# A# B#,Dn C# B# En F# G# A#,12468A0,012468A,7-33,"(2, 1, 1, 2, 2, 2, 2)",2,6,2,6,2,3
2120000,C# Dn E# Fb Gb Ab Bb,Dn C# Bb E# Fb Gb Ab,125468A,0134579,7-26,"(2, 1, 2, 0, 0, 0, 0)",3,4,4,5,3,2
2120001,C# Dn E# Fb Gb Ab Bn,Dn C# Bn E# Fb Gb Ab,125468B,0234679,7-25,"(2, 1, 2, 0, 0, 0, 1)",3,4,5,3,4,2
2120002,C# Dn E# Fb Gb Ab B#,Dn C# B# E# Fb Gb Ab,1254680,0124568,7-13,"(2, 1, 2, 0, 0, 0, 2)",4,4,3,5,3,2
2120010,C# Dn E# Fb Gb An Bb,Dn C# Bb E# Fb Gb An,125469A,0124589,7-21,"(2, 1, 2, 0, 0, 1, 0)",4,2,4,6,4,1
2120011,C# Dn E# Fb Gb An Bn,Dn C# Bn E# Fb Gb An,125469B,0124579,7-27,"(2, 1, 2, 0, 0, 1, 1)",3,4,4,4,5,1
2120012,C# Dn E# Fb Gb An B#,Dn C# B# E# Fb Gb An,1254690,0124569,7-17,"(2, 1, 2, 0, 0, 1, 2)",4,3,4,5,4,1
2120020,C# Dn E# Fb Gb A# Bb,Dn C# Bb E# Fb Gb A#,12546AA,012458,6-15,"(2, 1, 2, 0, 0, 2, 0)",3,2,3,4,2,1
2120021,C# Dn E# Fb Gb A# Bn,Dn C# Bn E# Fb Gb A#,12546AB,0124578,7-38,"(2, 1, 2, 0, 0, 2, 1)",4,3,4,4,4,2
2120022,C# Dn E# Fb Gb A# B#,Dn C# B# E# Fb Gb A#,12546A0,0124568,7-13,"(2, 1, 2, 0, 0, 2, 2)",4,4,3,5,3,2
2120100,C# Dn E# Fb Gn Ab Bb,Dn C# Bb E# Fb Gn Ab,125478A,0134679,7-31,"(2, 1, 2, 0, 1, 0, 0)",3,3,6,3,3,3
2120101,C# Dn E# Fb Gn Ab Bn,Dn C# Bn E# Fb Gn Ab,125478B,0134679,7-31,"(2, 1, 2, 0, 1, 0, 1)",3,3,6,3,3,3
2120102,C# Dn E# Fb Gn Ab B#,Dn C# B# E# Fb Gn Ab,1254780,0124578,7-38,"(2, 1, 2, 0, 1, 0, 2)",4,3,4,4,4,2
2120110,C# Dn E# Fb Gn An Bb,Dn C# Bb E# Fb Gn An,125479A,0134689,7-32,"(2, 1, 2, 0, 1, 1, 0)",3,3,5,4,4,2
2120111,C# Dn E# Fb Gn An Bn,Dn C# Bn E# Fb Gn An,125479B,013468A,7-34,"(2, 1, 2, 0, 1, 1, 1)",2,5,4,4,4,2
2120112,C# Dn E# Fb Gn An B#,Dn C# B# E# Fb Gn An,1254790,0124579,7-27,"(2, 1, 2, 0, 1, 1, 2)",3,4,4,4,5,1
2120120,C# Dn E# Fb Gn A# Bb,Dn C# Bb E# Fb Gn A#,12547AA,013469,6-27,"(2, 1, 2, 0, 1, 2, 0)",2,2,5,2,2,2
2120121,C# Dn E# Fb Gn A# Bn,Dn C# Bn E# Fb Gn A#,12547AB,0134679,7-31,"(2, 1, 2, 0, 1, 2, 1)",3,3,6,3,3,3
2120122,C# Dn E# Fb Gn A# B#,Dn C# B# E# Fb Gn A#,12547A0,0234679,7-25,"(2, 1, 2, 0, 1, 2, 2)",3,4,5,3,4,2
2120200,C# Dn E# Fb G# Ab Bb,Dn C# Bb E# Fb G# Ab,125488A,013479,6-49,"(2, 1, 2, 0, 2, 0, 0)",2,2,4,3,2,2
2120201,C# Dn E# Fb G# Ab Bn,Dn C# Bn E# Fb G# Ab,125488B,013469,6-27,"(2, 1, 2, 0, 2, 0, 1)",2,2,5,2,2,2
2120202,C# Dn E# Fb G# Ab B#,Dn C# B# E# Fb G# Ab,1254880,012458,6-15,"(2, 1, 2, 0, 2, 0, 2)",3,2,3,4,2,1
2120210,C# Dn E# Fb G# An Bb,Dn C# Bb E# Fb G# An,125489A,0125689,7-22,"(2, 1, 2, 0, 2, 1, 0)",4,2,4,5,4,2
2120211,C# Dn E# Fb G# An Bn,Dn C# Bn E# Fb G# An,125489B,0134689,7-32,"(2, 1, 2, 0, 2, 1, 1)",3,3,5,4,4,2
2120212,C# Dn E# Fb G# An B#,Dn C# B# E# Fb G# An,1254890,0124589,7-21,"(2, 1, 2, 0, 2, 1, 2)",4,2,4,6,4,1
2120220,C# Dn E# Fb G# A# Bb,Dn C# Bb E# Fb G# A#,12548AA,013479,6-49,"(2, 1, 2, 0, 2, 2, 0)",2,2,4,3,2,2
2120221,C# Dn E# Fb G# A# Bn,Dn C# Bn E# Fb G# A#,12548AB,0134679,7-31,"(2, 1, 2, 0, 2, 2, 1)",3,3,6,3,3,3
2120222,C# Dn E# Fb G# A# B#,Dn C# B# E# Fb G# A#,12548A0,0134579,7-26,"(2, 1, 2, 0, 2, 2, 2)",3,4,4,5,3,2
2121000,C# Dn E# Fn Gb Ab Bb,Dn C# Bb E# Fn Gb Ab,125568A,014579,6-31,"(2, 1, 2, 1, 0, 0, 0)",2,2,3,4,3,1
2121001,C# Dn E# Fn Gb Ab Bn,Dn C# Bn E# Fn Gb Ab,125568B,023679,6-Z29,"(2, 1, 2, 1, 0, 0, 1)",2,2,4,2,3,2
2121002,C# Dn E# Fn Gb Ab B#,Dn C# B# E# Fn Gb Ab,1255680,012568,6-43,"(2, 1, 2, 1, 0, 0, 2)",3,2,2,3,3,2
2121010,C# Dn E# Fn Gb An Bb,Dn C# Bb E# Fn Gb An,125569A,014589,6-20,"(2, 1, 2, 1, 0, 1, 0)",3,0,3,6,3,0
2121011,C# Dn E# Fn Gb An Bn,Dn C# Bn E# Fn Gb An,125569B,014579,6-31,"(2, 1, 2, 1, 0, 1, 1)",2,2,3,4,3,1
2121012,C# Dn E# Fn Gb An B#,Dn C# B# E# Fn Gb An,1255690,012569,6-44,"(2, 1, 2, 1, 0, 1, 2)",3,1,3,4,3,1
2121020,C# Dn E# Fn Gb A# Bb,Dn C# Bb E# Fn Gb A#,12556AA,01458,5-21,"(2, 1, 2, 1, 0, 2, 0)",2,0,2,4,2,0
2121021,C# Dn E# Fn Gb A# Bn,Dn C# Bn E# Fn Gb A#,12556AB,013478,6-19,"(2, 1, 2, 1, 0, 2, 1)",3,1,3,4,3,1
2121022,C# Dn E# Fn Gb A# B#,Dn C# B# E# Fn Gb A#,12556A0,014568,6-16,"(2, 1, 2, 1, 0, 2, 2)",3,2,2,4,3,1
2121100,C# Dn E# Fn Gn Ab Bb,Dn C# Bb E# Fn Gn Ab,125578A,014679,6-50,"(2, 1, 2, 1, 1, 0, 0)",2,2,4,2,3,2
2121101,C# Dn E# Fn Gn Ab Bn,Dn C# Bn E# Fn Gn Ab,125578B,013679,6-30,"(2, 1, 2, 1, 1, 0, 1)",2,2,4,2,2,3
2121102,C# Dn E# Fn Gn Ab B#,Dn C# B# E# Fn Gn Ab,1255780,012578,6-18,"(2, 1, 2, 1, 1, 0, 2)",3,2,2,2,4,2
2121110,C# Dn E# Fn Gn An Bb,Dn C# Bb E# Fn Gn An,125579A,014579,6-31,"(2, 1, 2, 1, 1, 1, 0)",2,2,3,4,3,1
2121111,C# Dn E# Fn Gn An Bn,Dn C# Bn E# Fn Gn An,125579B,013579,6-34,"(2, 1, 2, 1, 1, 1, 1)",1,4,2,4,2,2
2121112,C# Dn E# Fn Gn An B#,Dn C# B# E# Fn Gn An,1255790,012579,6-48,"(2, 1, 2, 1, 1, 1, 2)",2,3,2,3,4,1
2121120,C# Dn E# Fn Gn A# Bb,Dn C# Bb E# Fn Gn A#,12557AA,01469,5-32,"(2, 1, 2, 1, 1, 2, 0)",1,1,3,2,2,1
2121121,C# Dn E# Fn Gn A# Bn,Dn C# Bn E# Fn Gn A#,12557AB,013479,6-49,"(2, 1, 2, 1, 1, 2, 1)",2,2,4,3,2,2
2121122,C# Dn E# Fn Gn A# B#,Dn C# B# E# Fn Gn A#,12557A0,012479,6-47,"(2, 1, 2, 1, 1, 2, 2)",2,3,3,2,4,1
2121200,C# Dn E# Fn G# Ab Bb,Dn C# Bb E# Fn G# Ab,125588A,01469,5-32,"(2, 1, 2, 1, 2, 0, 0)",1,1,3,2,2,1
2121201,C# Dn E# Fn G# Ab Bn,Dn C# Bn E# Fn G# Ab,125588B,01369,5-31,"(2, 1, 2, 1, 2, 0, 1)",1,1,4,1,1,2
2121202,C# Dn E# Fn G# Ab B#,Dn C# B# E# Fn G# Ab,1255880,01258,5-38,"(2, 1, 2, 1, 2, 0, 2)",2,1,2,2,2,1
2121210,C# Dn E# Fn G# An Bb,Dn C# Bb E# Fn G# An,125589A,012569,6-44,"(2, 1, 2, 1, 2, 1, 0)",3,1,3,4,3,1
2121211,C# Dn E# Fn G# An Bn,Dn C# Bn E# Fn G# An,125589B,013569,6-28,"(2, 1, 2, 1, 2, 1, 1)",2,2,4,3,2,2
2121212,C# Dn E# Fn G# An B#,Dn C# B# E# Fn G# An,1255890,012569,6-44,"(2, 1, 2, 1, 2, 1, 2)",3,1,3,4,3,1
